Park Name,2000 Recreational Visits,2001 Recreational Visits,2002 Recreational Visits,2003 Recreational Visits,2004 Recreational Visits,2005 Recreational Visits,2006 Recreational Visits,2007 Recreational Visits,2008 Recreational Visits,2009 Recreational Visits,2000 - 2009 Average Recreational Visits,2000 Non-Recreational Visits,2001 Non-Recreational Visits,2002 Non-Recreational Visits,2003 Non-Recreational Visits,2004 Non-Recreational Visits,2005 Non-Recreational Visits,2006 Non-Recreational Visits,2007 Non-Recreational Visits,2008 Non-Recreational Visits,2009 Non-Recreational Visits,2000 - 2009 Average Non-Recreational Visits,2000 Recreational Hours,2001 Recreational Hours,2002 Recreational Hours,2003 Recreational Hours,2004 Recreational Hours,2005 Recreational Hours,2006 Recreational Hours,2007 Recreational Hours,2008 Recreational Hours,2009 Recreational Hours,2000 - 2009 Average Recreational Hours,2000 Non-Recreational Hours,2001 Non-Recreational Hours,2002 Non-Recreational Hours,2003 Non-Recreational Hours,2004 Non-Recreational Hours,2005 Non-Recreational Hours,2006 Non-Recreational Hours,2007 Non-Recreational Hours,2008 Non-Recreational Hours,2009 Non-Recreational Hours,2000 - 2009 Average Non-Recreational Hours,2000 Concessioner Lodging,2001 Concessioner Lodging,2002 Concessioner Lodging,2003 Concessioner Lodging,2004 Concessioner Lodging,2005 Concessioner Lodging,2006 Concessioner Lodging,2007 Concessioner Lodging,2008 Concessioner Lodging,2009 Concessioner Lodging,2000 - 2009 Average Concessioner Lodging,2000 Concessioner Camping,2001 Concessioner Camping,2002 Concessioner Camping,2003 Concessioner Camping,2004 Concessioner Camping,2005 Concessioner Camping,2006 Concessioner Camping,2007 Concessioner Camping,2008 Concessioner Camping,2009 Concessioner Camping,2000 - 2009 Average Concessioner Camping,2000 Tent Overnights,2001 Tent Overnights,2002 Tent Overnights,2003 Tent Overnights,2004 Tent Overnights,2005 Tent Overnights,2006 Tent Overnights,2007 Tent Overnights,2008 Tent Overnights,2009 Tent Overnights,2000 - 2009 Average Tent Overnights,2000 RV Overnights,2001 RV Overnights,2002 RV Overnights,2003 RV Overnights,2004 RV Overnights,2005 RV Overnights,2006 RV Overnights,2007 RV Overnights,2008 RV Overnights,2009 RV Overnights,2000 - 2009 Average RV Overnights,2000 Backcountry Overnights,2001 Backcountry Overnights,2002 Backcountry Overnights,2003 Backcountry Overnights,2004 Backcountry Overnights,2005 Backcountry Overnights,2006 Backcountry Overnights,2007 Backcountry Overnights,2008 Backcountry Overnights,2009 Backcountry Overnights,2000 - 2009 Average Backcountry Overnights,2000 Non-recreational Overnights,2001 Non-recreational Overnights,2002 Non-recreational Overnights,2003 Non-recreational Overnights,2004 Non-recreational Overnights,2005 Non-recreational Overnights,2006 Non-recreational Overnights,2007 Non-recreational Overnights,2008 Non-recreational Overnights,2009 Non-recreational Overnights,2000 - 2009 Average Non-recreational Overnights,2000 Miscellaneous Overnights,2001 Miscellaneous Overnights,2002 Miscellaneous Overnights,2003 Miscellaneous Overnights,2004 Miscellaneous Overnights,2005 Miscellaneous Overnights,2006 Miscellaneous Overnights,2007 Miscellaneous Overnights,2008 Miscellaneous Overnights,2009 Miscellaneous Overnights,2000 - 2009 Average Miscellaneous Overnights
Death Valley NP,"1,179,094","1,014,636","897,596","890,375","764,820","800,113","744,440","704,122","871,938","828,574","869,571","43,886","38,382","34,413","33,806","28,910","27,663","27,090","24,856","30,785","29,526","31,932","8,517,064","7,601,696","7,085,885","7,853,970","6,237,523","7,126,998","6,447,925","6,011,496","6,895,474","6,855,787","7,063,382","65,832","57,575","51,616","50,712","43,363","41,493","40,633","37,284","46,176","44,291","47,898","35,132","32,798","27,869","36,047","32,157","36,840","40,536","41,527","46,264","47,712","37,688","2,506","4,970","6,368","5,695","5,751","5,031","4,833","5,775","6,404","4,510","5,184","54,375","44,982","44,801","48,380","32,601","70,905","48,259","43,619","50,851","55,847","49,462","133,117","137,046","107,481","164,888","108,064","137,431","117,029","106,160","92,604","102,113","120,593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,114,"2,823","3,503","2,033","1,188","1,970",986,"2,920","2,773","1,857"
Delaware Water Gap NRA,"4,900,745","4,867,273","5,165,415","5,059,410","5,052,264","5,052,264","5,254,216","4,836,229","5,127,074","5,213,030","5,052,792","179,612","186,083","191,065","207,848","205,287","204,500","209,532","202,667","130,210","123,984","184,079","22,062,560","21,936,472","22,558,518","21,929,138","21,888,637","22,165,297","23,221,785","21,079,558","22,736,877","23,047,398","22,262,624","89,808","93,043","95,533","103,925","102,644","102,250","104,766","101,333","65,102","61,992","92,040",0,0,0,0,0,0,0,0,0,0,0,"22,422","27,890",0,0,0,"12,265","14,115","8,636","18,438","18,438","12,220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"44,865","45,575","45,312","45,312","45,318","45,322","51,227","37,584","52,758","53,352","46,663",0,0,0,0,0,0,0,0,0,0,0,"20,554","22,230","19,353","17,522","17,529","40,225","44,904","40,512","40,233","37,974","30,104"
Denali NP & PRES,"363,983","360,191","311,335","360,189","404,236","403,520","415,935","458,308","432,309","358,041","386,805","818,788","791,764","859,037","828,894","776,984","775,255","764,796","724,493","754,986","826,692","792,169","5,643,406","5,490,820","4,232,665","5,645,752","6,447,773","6,195,588","6,191,670","6,599,605","6,469,985","5,482,934","5,840,020","204,700","197,944","214,760","207,225","194,247","193,815","191,201","181,126","188,748","206,674","198,044","19,095","19,106",0,0,0,0,0,0,0,0,"3,820",0,0,0,0,0,0,0,0,0,0,0,"30,169","13,061","15,517","24,336","34,541","29,253","21,904","23,877","31,715","18,857","24,323","37,262","29,809","12,183","38,234","51,211","53,198","47,432","38,428","28,686","39,920","37,636","32,579","35,301","24,115","33,170","34,016","30,833","28,623","30,919","31,621","29,855","31,103",0,0,0,0,0,0,0,0,0,0,0,"2,002","1,457",455,801,"3,309","2,111","1,798","1,785","1,842","1,226","1,679"
Devils Postpile NM,"147,983","155,478","147,362","118,550","114,788","67,402","105,303","120,758","134,005","110,212","122,184",0,0,0,0,0,0,0,0,0,0,0,"618,616","625,256","603,080","492,033","467,655","305,519","441,005","502,222","543,673","478,284","507,734",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,918","3,305","3,334","2,997","2,697","2,468","2,650","2,801","2,710","3,792","3,067","1,677","1,201","1,520","1,289",967,"1,401","1,377","1,622","1,440","1,352","1,385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devils Tower NM,"383,468","375,596","404,934","396,266","386,558","369,575","335,764","322,272","336,303","391,023","370,176","1,456",450,450,0,0,672,"1,744","2,621","2,595","2,071","1,206","1,066,481","1,088,566","1,168,001","1,151,410","1,123,045","1,062,675","948,480","936,052","1,075,963","1,160,168","1,078,084",730,225,225,0,0,336,872,"1,312","1,300","1,039",604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,748","6,932","6,682","6,900","6,273","5,657","4,853","5,583","7,584","7,013","6,223","4,390","4,767","5,578","5,626","5,936","5,325","4,065","4,581","9,220","6,847","5,634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinosaur NM,"397,069","326,373","299,142","289,849","325,279","360,584","278,473","230,914","201,724","203,862","291,327",732,732,732,732,732,732,732,732,732,732,732,"2,273,195","1,950,791","1,724,104","1,756,805","1,957,869","2,081,430","1,783,348","1,607,041","1,667,143","1,557,230","1,835,896",732,732,732,732,732,732,732,732,732,732,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,964","19,665","19,456","19,637","20,083","20,307","12,653","15,150","17,472","11,076","17,246","7,925","7,402","7,368","8,290","8,395","7,959","6,228","5,893","4,887","6,293","7,064","31,073","29,011","23,667","27,501","26,848","28,446","28,022","25,516","31,197","27,514","27,880",0,0,0,0,0,0,0,0,0,0,0,"3,394",344,"1,356","2,032","2,671","1,290",194,507,"2,986",0,"1,477"
Dry Tortugas NP,"83,704","79,186","79,582","74,741","67,917","61,765","64,122","60,895","63,947","52,011","68,787","11,557","9,488","6,769","4,761","3,962","3,052","5,012","2,580","1,557",873,"4,961","1,002,840","988,296","923,367","817,344","780,333","714,804","734,232","690,705","788,286","664,860","810,507","138,684","113,856","81,228","57,132","47,544","36,624","60,144","30,960","18,684","10,476","59,533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,325","6,565","3,678",10,"4,676","4,312","3,052","2,174","4,118","3,394","3,830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,557","9,488","6,769","4,761","3,962","3,052","5,012","2,580","1,557",873,"4,961","23,050","21,855","16,862","13,506","13,918","10,304","11,788","7,588","12,972","8,736","14,058"
Edgar Allan Poe NHS,630,"12,552","12,314","10,830","11,005","11,879","12,409","14,258","12,961","17,463","11,630",0,0,0,0,0,0,0,0,0,0,0,630,"12,552","12,314","10,830","11,005","11,879","12,409","14,258","12,961","17,463","11,630",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Effigy Mounds NM,"77,563","79,846","75,061","79,658","93,575","88,546","90,199","88,268","68,696","78,177","81,959","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","193,910","199,617","187,649","199,146","233,933","221,366","225,493","220,666","171,737","195,445","204,896",204,204,204,204,204,204,204,204,204,204,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eisenhower NHS,"76,921","74,826","76,518","69,017","72,272","67,669","70,243","69,747","70,757","64,212","71,218",0,0,0,0,0,0,0,0,0,0,0,"123,073","119,723","122,429","110,428","115,633","108,271","112,389","111,596","113,212","102,740","113,949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Malpais NM,"76,557","118,374","115,893","151,127","137,170","116,194","107,792","110,639","115,066","123,290","117,210",720,720,720,720,720,720,720,720,720,720,720,"324,228","487,554","474,842","615,294","554,985","477,194","440,528","452,191","470,498","501,464","479,878",180,180,180,180,180,180,180,180,180,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000",781,626,599,350,690,520,535,569,461,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Morro NM,"67,707","68,886","60,143","57,889","65,877","51,825","52,297","51,492","45,178","48,245","56,954","13,837","14,332","12,537","12,077","13,669","10,814","10,948","10,720","9,432","10,055","11,842","168,379","189,167","174,933","159,020","177,273","155,498","156,886","160,877","145,298","155,854","164,319","4,566","4,728","4,138","3,988","4,508","3,568","3,614","3,537","3,113","3,321","3,908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,341","1,513","1,505","1,413","1,425","1,801","1,798","2,275","2,070","2,068","1,721",394,"1,165","1,370",863,881,927,955,774,821,"1,055",921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,93,0,0,0,0,0,12
Eleanor Roosevelt NHS,"76,958","86,012","71,189","58,843","53,765","52,690","14,493","59,846","53,632","54,393","58,182",0,0,0,0,0,0,0,0,0,0,0,"115,439","129,021","106,786","88,268","80,651","79,038","21,741","89,772","80,449","81,593","87,276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eugene O'Neill NHS,"3,579","3,510","3,496","2,672","2,684","3,652","3,372","2,339","2,544","3,783","3,163",146,260,501,294,348,128,74,137,159,179,223,"14,413","14,877","24,604","16,269","12,438","12,409","28,635","6,662","10,247","10,953","15,151",292,520,"1,002",588,696,256,148,274,318,358,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everglades NP,"995,390","1,049,851","968,909","1,040,648","1,181,355","1,233,837","954,022","1,074,764","822,118","900,882","1,022,178","65,238","58,539","68,973","59,949","57,996","47,406","39,927","40,182","5,521","3,278","44,701","5,952,950","6,248,804","6,150,982","5,956,242","6,016,852","4,903,595","3,171,949","4,383,415","3,570,464","3,609,638","4,996,489","293,574","263,427","310,374","269,751","260,977","213,307","179,667","180,815","24,835","14,745","201,147","39,242","39,637","39,433","38,758","34,452","26,520",0,0,0,0,"21,804",0,0,0,0,0,0,0,0,0,0,0,"17,683","17,103","20,074","22,713","18,803","21,940","10,281","16,769","14,784","9,306","16,946","25,068","24,732","25,157","21,392","25,638","17,182","15,074","14,973","18,454","10,694","19,836","19,868","23,411","22,997","22,485","18,744","15,436","9,610","12,075","17,090","13,062","17,478",0,0,0,0,0,0,0,0,0,0,0,"3,915","2,922","3,216","2,099","2,424","2,292","1,276","2,187","1,864",187,"2,238"
Federal Hall NMEM,"241,897","203,816","177,146","120,152","156,707",0,"12,800","127,432","212,564","204,880","145,739","2,849","1,533","3,790","2,264","1,993",0,0,"1,590","1,893","2,558","1,847","145,150","126,355","128,006","75,928","93,455",0,"6,400","81,561","120,523","162,211","93,959","3,281","2,979","6,254","4,864","4,619",0,0,"2,583","2,538","3,294","3,041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fire Island NS,"600,333","661,692","763,992","629,858","819,161","670,456","636,030","616,233","604,577","569,667","657,200","187,491","180,075","174,168","174,018","156,075","150,693","98,463","181,764","246,348","234,312","178,341","2,305,355","2,421,572","2,513,383","2,001,816","2,692,454","2,361,222","2,220,694","2,466,953","2,207,996","2,032,426","2,322,387","562,473","540,225","522,504","522,054","468,225","452,079","295,389","545,292","739,044","702,936","535,022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,180","4,000","4,210","5,300","2,465","3,385","2,354","5,780","6,185","3,520","1,815",0,0,0,0,0,0,"1,730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,308,310,428,714,692,324,0,0,0,0,0,0,0,0,0,0,0,"43,029","43,151","38,883","28,495","38,746","40,245","35,157","47,777","41,100","34,658","39,124"
First Ladies NHS,,,,,,,"11,219","10,881","9,770","10,466","10,584",,,,,,,0,0,0,0,0,,,,,,,"22,438","21,762","19,540","20,932","21,168",,,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0
Flight 93 NMEM,,,,,,,,"143,725","136,091","149,668","143,161",,,,,,,,0,0,0,0,,,,,,,,"143,725","136,091","149,668","143,161",,,,,,,,0,0,0,0,,,,,,,,0,0,0,0,,,,,,,,0,0,0,0,,,,,,,,0,0,0,0,,,,,,,,0,0,0,0,,,,,,,,0,0,0,0,,,,,,,,0,0,0,0,,,,,,,,0,0,0,0
Florissant Fossil Beds NM,"82,094","79,669","62,509","67,537","61,258","59,508","56,094","55,992","56,988","64,251","64,590",0,0,0,0,0,0,0,0,0,0,0,"102,348","99,024","77,992","84,115","75,851","73,835","69,348","69,217","70,131","79,669","80,153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ford's Theatre NHS,"1,164,176","1,224,540","545,336","429,763","826,008","856,079","857,600","732,521","335,865","658,271","763,016",420,517,280,"2,083","10,213","12,876","10,855","9,824","2,485","10,205","5,976","1,178,618","1,178,643","532,352","493,991","846,051","871,099","858,488","635,278","84,230","672,427","735,118",840,"1,034",560,"4,166","20,426","25,752","21,710","19,648","4,970","20,410","11,952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Bowie NHS,"8,898","8,858","8,290","8,445","9,483","9,656","10,679","10,027","10,095","9,641","9,407",0,0,0,0,0,0,0,0,0,0,0,"17,796","17,716","16,580","16,890","18,966","19,312","21,358","20,054","20,190","19,282","18,814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Caroline NMEM,"189,948","195,303","184,575","180,656","171,505","145,736","224,114","250,616","279,984","288,606","211,104",0,0,0,0,0,0,0,0,0,0,0,"189,948","195,303","184,575","180,656","171,505","145,736","224,114","250,616","279,984","288,606","211,104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Davis NHS,"54,988","56,946","56,454","54,204","54,007","51,858","49,091","51,435","49,290","50,968","52,924","1,712",808,911,"1,067","1,050",722,914,"1,865",905,"1,054","1,101","82,486","82,382","84,678","83,077","82,026","80,915","73,638","80,410","73,937","76,452","80,000","4,373","1,153","1,378","1,807","1,769",761,"1,299","3,114","1,661","4,153","2,147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Donelson NB,"219,049","226,390","234,855","227,004","228,355","208,687","213,521","233,205","208,631","203,456","220,315","541,544","498,414","499,922","515,102","503,935","496,711","513,892","536,608","467,573","376,084","494,979","146,848","155,481","160,518","153,970","154,843","142,512","178,254","158,123","139,477","140,423","153,045","17,869","16,448","16,496","16,999","16,629","16,391","16,959","17,708","15,429","12,411","16,334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,196,171,116,115,147,"1,502",117,22,205,263
Fort Frederica NM,"244,162","290,705","241,876","243,286","252,793","363,948","316,611","264,586","248,093","296,117","276,218","1,800","1,800","1,800","1,800","1,800","1,800","1,800","1,800","1,800","1,800","1,800","246,421","293,394","244,113","245,537","255,131","367,314","319,539","267,032","250,387","298,854","278,772",444,444,444,444,444,444,444,444,444,444,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Laramie NHS,"47,298","44,376","50,074","50,455","53,638","46,455","40,651","40,263","48,297","56,923","47,843",365,365,365,365,365,365,365,365,365,365,365,"66,833","63,946","75,111","75,683","80,457","69,683","60,975","60,396","72,446","85,385","71,092",551,551,551,551,551,551,551,551,551,551,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Larned NHS,"40,001","35,581","39,920","35,317","37,127","31,551","31,512","30,471","21,483","27,443","33,041",0,0,0,0,0,0,0,0,0,0,0,"80,002","71,162","79,840","70,634","74,254","63,102","63,024","60,942","42,966","54,886","66,081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Matanzas NM,"636,348","682,480","714,970","947,875","918,450","1,002,444","922,315","830,672","813,131","793,253","826,194",0,0,0,0,0,0,0,0,0,0,0,"646,077","691,509","724,737","958,799","930,582","1,012,177","932,643","841,595","824,483","801,650","836,425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort McHenry NM & HS,"690,781","646,775","673,823","607,357","627,659","620,636","622,419","574,924","598,050","605,870","626,829",720,720,720,720,720,720,720,720,720,720,720,"1,036,176","970,166","1,010,732","911,036","941,489","930,955","933,629","862,387","897,075","908,804","940,245",360,360,360,360,360,360,360,360,360,360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Necessity NB,"93,860","89,133","89,407","95,957","105,688","102,004","223,111","353,296","127,672","197,271","147,740",120,120,120,120,120,120,120,120,120,120,120,"119,255","133,794","133,801","139,645","174,991","160,463","331,455","476,623","193,033","297,953","216,101",48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,50,70,"1,338",307,149,184,146,710,306
Fort Point NHS,"1,607,726","1,203,023","1,617,824","1,596,933","1,660,007","1,682,041","1,613,853","1,552,141","1,390,187","1,385,134","1,530,887",0,0,0,0,0,0,0,0,0,0,0,"935,741","665,024","885,796","855,839","903,524","910,832","871,886","849,746","787,309","786,742","845,244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Pulaski NM,"354,900","357,953","354,070","331,059","319,586","297,982","333,378","317,349","352,636","435,661","345,457","28,800","28,800","28,800","28,800","28,800","28,800","28,800","28,800","19,476","19,476","26,935","891,789","900,935","899,325","830,575","805,840","746,737","833,784","793,719","881,841","1,089,332","867,388","7,200","7,200","7,200","7,200","7,200","7,200","7,200","7,200","4,872","4,872","6,734",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,336,786,163,382,99,19,19,14,10,208
Fort Raleigh NHS,"244,750","267,464","278,565","177,263","270,050","276,071","299,432","321,717","311,751","338,212","278,528","1,344","1,344","1,344","1,344","1,344","1,344","1,344","1,344","1,344","1,344","1,344","427,495","448,868","482,442","353,432","443,234","448,421","447,671","499,539","490,152","532,897","457,415","1,344","1,344","1,344","1,344","1,344","1,344","1,344","1,344","1,344","1,344","1,344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Scott NHS,"36,479","40,673","38,439","29,650","28,973","25,798","24,269","22,314","25,322","28,544","30,046",839,858,588,653,525,550,631,588,537,555,632,"54,726","61,016","57,659","44,476","43,461","38,696","36,403","33,469","37,979","42,818","45,070",275,282,194,215,175,183,210,194,177,184,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Smith NHS,"53,628","84,974","74,906","73,676","78,444","74,400","77,014","83,850","75,174","63,540","73,961",0,0,0,0,0,0,0,0,0,0,0,"71,325","113,017","99,625","97,990","104,330","98,953","102,429","111,520","99,981","84,510","98,368",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Stanwix NM,"38,667","53,065","77,863","56,646","68,427","38,237","60,589","59,643","71,263","93,170","61,757",0,0,0,0,0,0,0,0,0,0,0,"58,004","79,600","116,799","84,972","102,643","57,359","90,888","89,467","106,899","139,759","92,639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
